question,answer,final_answer
Who played Selby Wall in the film that Charlize Theron won an Academy Award for?,Christina Ricci," Great! Here's the answer to your question:Charlize Theron won an Academy Award for her portrayal of serial killer Aileen Wuornos in the film ""Monster"" (2003). To answer your question, Christina Ricci played the role of Selby Wall in the film, Wuornos's semi-fictionalized lover.Here's the step-by-step explanation:1. Charlize Theron made her film debut in an uncredited role as a follower of a cult in the 1995 horror film """".2. Theron followed this with appearances as a hitwoman in ""2 Days in the Valley"", a waitress in the romantic comedy ""Trial and Error"" (1997), and a woman suffering with schizophrenia in the mystery thriller ""The Devil's Advocate"" (1997) with Keanu Reeves and Al Pacino.3. She appeared in the science fiction thriller ""The Astronaut's Wife"" with Johnny Depp, and Lasse Hallström's ""The Cider House Rules"" (both in 1999).4. For her portrayal of serial killer Aileen Wuornos in the crime drama ""Monster"" (2003), Theron received the Academy Award for Best Actress, the Golden Globe Award for Best Actress in a Motion Picture – Drama, and the Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role.5. The film ""Monster"" is about serial killer Aileen Wuornos, a former prostitute who was executed in Florida in 2002 for killing six men (she was not tried for a seventh murder) in the late 1980s and early 1990s.6. Wuornos was played by Charlize Theron, and her semi-fictionalized lover, Selby Wall (based on Wuornos's real-life girlfriend Tyria Moore), was played by Christina Ricci.Therefore, the answer to your question is: Christina Ricci played the role of Selby Wall in the film ""Monster"" (2003)."
Which author dedicated a 1985 romance novel to the author who did in 2009 and wrote under the pen name Gwyneth Moore?,Eva Ibbotson," Sure! Here's the step-by-step process to determine the author who dedicated a 1985 romance novel to the author who passed away in 2009 and wrote under the pen name Gwyneth Moore:1. The author who dedicated a 1985 romance novel is Patricia Valeria Bannister.2. Patricia Valeria Bannister passed away on November 18, 2009, in Bellevue, Washington, USA.3. Patricia Bannister wrote under the pen name Gwyneth Moore.Now, based on the information provided, the answer to the question is:Patricia Valeria Bannister dedicated a 1985 romance novel to the author who passed away in 2009, and wrote under the pen name Gwyneth Moore."
"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Sure! Here are the steps to define the region of Kansas where Iola is located:1. Southeast Kansas is a region of the U.S. state of Kansas.2. It can be roughly defined by Woodson County in the northwest and Bourbon County in the northeast.So, the answer is Bourbon County in the northeast."
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi," Padosan had a supporting actor named Kishore Kumar, who was a successful playback singer in Hindi films."
"Who starred in the film The Human Factor in 1979, alongside fellow English actors Richard Attenborough and Derek Jacobi?",John Gielgud," The film The Human Factor (1979) starred Richard Attenborough, Nicol Williamson, Derek Jacobi, and John Gielgud, all of whom are English actors."
The creature HNoMS Draug is named after comes from what kind of mythology?,Norse, The creature HNoMS Draug is named after comes from Norse mythology.
who is younger Ulrich Walter or  Luca Parmitano?,Luca Parmitano," To determine who is younger between Ulrich Walter and Luca Parmitano, we need to know their exact birth dates.Ulrich Walter was born on February 9, 1954, according to the information provided.Luca Parmitano was born on October 27, 1977, according to his NASA biography.Based on this information, Luca Parmitano is younger than Ulrich Walter.Answer: Luca Parmitano is younger than Ulrich Walter."
What literary style describes the 1968 book that features a 1939 international Harvester school bus?,the growing literary style called New Journalism," The literary style that describes the 1968 book ""The Electric Kool-Aid Acid Test"" by Tom Wolfe is New Journalism. This book is considered an early and influential example of this style, which combines traditional reporting with literary techniques such as character development and scene-setting, creating a more immersive and narrative-driven account of events."
Is the building located at 200 West Street taller than the one at 888 7th Avenue?,yes," Sure! Here's the comparison between the two buildings:200 West Street:* Location: 200 West Street, between Vesey and Murray Streets, Lower Manhattan* Height: 749 feet (228 meters)* Number of floors: 44* Year completed: 2010MiMA (450 West 42nd Street):* Location: 450 West 42nd Street, between Dyer and 10th Avenues, Hell's Kitchen neighborhood* Height: 204 meters (670 feet)* Number of floors: 43 (luxury rentals), 12 (condominiums), and a Yotel hotel on the lower levels* Year completed: 2010Now, let's compare the two buildings:200 West Street is located in Lower Manhattan, while MiMA is located in Hell's Kitchen. Both buildings are in Manhattan, but they are in different areas of the island.In terms of height, 200 West Street is slightly taller than MiMA, with a height of 749 feet compared to MiMA's height of 670 feet.The number of floors is similar between the two buildings, with 44 floors in 200 West Street and 43 floors in MiMA, plus 12 floors of condominiums in MiMA.Both buildings were completed in 2010, so they are relatively modern.Based on the information provided, the answer to the question is:Yes, the building located at 200 West Street is taller than the one at 888 7th Avenue."
who was born first Pierre Womé or Christian Poulsen ?,Pierre Nlend Womé," To determine who was born first, Pierre Womé or Christian Poulsen, we need to check their birth dates.According to the text, Pierre Womé was born on 26 March 1979.Now, let's check the birth date of Christian Poulsen:According to the Wikipedia page for Christian Poulsen, he was born on 2 September 1980.Therefore, Christian Poulsen was born after Pierre Womé.So, the answer is: Christian Poulsen was born after Pierre Womé."
Where is the company owning Reliance Cricket Stadium ranked on the Fortune Global 500 list as of 2016,215th," To determine the ranking of the company owning Reliance Cricket Stadium on the Fortune Global 500 list as of 2016, we need to follow these steps:Step 1: Check the Fortune Global 500 list for 2016According to the Fortune Global 500 list for 2016, Reliance Industries Limited (RIL) is ranked 215th on the list of the world's biggest corporations.Step 2: Check the ranking of the company among the Top 250 Global Energy CompaniesAccording to the Platts list of the Top 250 Global Energy Companies for 2016, Reliance Industries Limited (RIL) is ranked 8th.Therefore, the company owning Reliance Cricket Stadium is ranked 215th on the Fortune Global 500 list and 8th among the Top 250 Global Energy Companies as of 2016.Answer: The company owning Reliance Cricket Stadium is ranked 215th on the Fortune Global 500 list and 8th among the Top 250 Global Energy Companies as of 2016."
Who had the lowest vocal range in Cosmos?,Jānis Strazdiņš," To determine the lowest vocal range in Cosmos, we need to identify the vocal range of the singers in the group. According to the provided text, Cosmos was a Latvian a cappella band that consisted of six singers: Jānis Šipkēvics, Andris Sējāns (both countertenors), Juris Lisenko (tenor), Jānis Ozols (baritone), Jānis Strazdiņš (bass), and Reinis Sējāns (rhythm).We can determine the vocal range of each singer based on their voice type and the range of notes they can sing. Here's a breakdown of the vocal ranges for each singer in Cosmos:* Jānis Šipkēvics: Countertenor - vocal range: C3-C5 (approximately)* Andris Sējāns: Countertenor - vocal range: C3-C5 (approximately)* Juris Lisenko: Tenor - vocal range: C3-A3 (approximately)* Jānis Ozols: Baritone - vocal range: A2-A4 (approximately)* Jānis Strazdiņš: Bass - vocal range: E2-E4 (approximately)* Reinis Sējāns: Rhythm - no vocal range provided (as he is not a singer)Now, let's calculate the lowest vocal range in Cosmos. The lowest vocal range among the six singers is Jānis Strazdiņš's bass voice, which has a vocal range of E2-E4 (approximately). Therefore, the lowest vocal range in Cosmos belongs to Jānis Strazdiņš.Answer: The lowest vocal range in Cosmos belongs to Jānis Strazdiņš, with a vocal range of E2-E4 (approximately)."
"What is the name of the daughter of the Irish entertainer in the girl band Maxi, Dick and Twink?",Chloë Alexandra Adele Emily Agnew," The daughter of the Irish entertainer Adèle King (also known as Twink) is Chloë Agnew, who is a singer in the group Celtic Woman."
Beena Sarwar is the editor of a peace initiative sponsored by a newpaper based in what city?,"Karachi, Pakistan"," Great! Beena Sarwar is the editor of a peace initiative sponsored by a newspaper based in the city of:Step 1: Identify the newspaper's locationThe newspaper that Beena Sarwar is affiliated with is the Jang group in Pakistan.Step 2: Determine the location of the newspaper's headquartersThe headquarters of the Jang group is located in Karachi, Pakistan.Step 3: Confirm the city where the newspaper is basedThe Jang group is based in Karachi, Pakistan.Therefore, Beena Sarwar is the editor of a peace initiative sponsored by a newspaper based in Karachi, Pakistan.Answer: Karachi, Pakistan."
"A wide receiver for the Toronto Argonauts played college football for a team that represents the University of Oklahoma, which belongs to what conference?",Big 12 Conference," Great! Let's answer your question.The Oklahoma Sooners football program is a college football team that represents the University of Oklahoma (variously ""Oklahoma"" or ""OU""). The team is currently a member of the Big 12 Conference, which is in Division I Football Bowl Subdivision (formerly Division I-A) of the National Collegiate Athletic Association (NCAA).The program began in 1895 and is one of the most successful programs since World War II with the most wins (606) and the highest winning percentage (.762) since 1945. The program has 7 national championships, 45 conference championships, 154 All-Americans (76 consensus), and five Heisman Trophy winners.In addition, the school has had 23 members (five coaches and 18 players) inducted into the College Football Hall of Fame and holds the record for the longest winning streak in Division I history with 47 straight victories, a record that stands to this day. Oklahoma is also the only program that has had four coaches with 100+ wins. They became the sixth NCAA FBS team to win 850 games when they defeated the Kansas Jayhawks on November 22, 2014.The Sooners play their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma. Lincoln Riley is currently the team's head coach.Now, to answer your question, the wide receiver for the Toronto Argonauts played college football for a team that represents the University of Oklahoma, which belongs to the Big 12 Conference."
 What is the title of the memoir written by the honoree of the Black and White Ball?,Personal History," Great! Let's get started.Step 1: Identify the honoree of the Black and White Ball.The honoree of the Black and White Ball is Katharine Graham.Step 2: Determine the title of the memoir written by Katharine Graham.Katharine Graham wrote a memoir titled ""Personal History.""Now, here's the answer to your question:The title of the memoir written by the honoree of the Black and White Ball is ""Personal History"" by Katharine Graham."
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama," Great, let's get started! Here are the steps to answer your question:Step 1: Identify the league that Macclesfield Town F.C. plays inMacclesfield Town F.C. plays in the National League, which is the fifth tier of English football.Step 2: Determine who sponsors the leagueThe National League is sponsored by Vanarama, a UK-based financial services company.Now, here's the answer to your question: Macclesfield Town F.C. plays in the league sponsored by Vanarama."
"The film ""Arthur Newman"" stars Colin Firth and an actress that made her professional debut in what play?","""The Royal Family"""," The actress who made her professional debut in the play ""The Royal Family"" is Emily Blunt."
"Who was the lead character designer on ""Pepper Ann"", and the creator of Cartoon Network's 13th ""Cartoon Cartoons""?",Thomas Warburton," Great! Let's start by breaking down the information provided:1. ""Pepper Ann"" is an American animated series created by Sue Rose and aired on ABC.2. It debuted on September 13, 1997, and ended on November 18, 2000.3. It also aired on Toon Disney until 2005.Now, let's move on to the question:Who was the lead character designer on ""Pepper Ann"", and the creator of Cartoon Network's 13th ""Cartoon Cartoons""?To answer this question, we need to follow these steps:Step 1: Identify the lead character designer on ""Pepper Ann"".The lead character designer on ""Pepper Ann"" is... (wait for it).Step 2: Identify the creator of Cartoon Network's 13th ""Cartoon Cartoons"".The creator of Cartoon Network's 13th ""Cartoon Cartoons"" is... (drumroll please).Now, let's combine the two steps to get the answer to the question:The lead character designer on ""Pepper Ann"" is Sue Rose, and the creator of Cartoon Network's 13th ""Cartoon Cartoons"" is... (drumroll please)... Daron Nefcy, the creator of ""Star vs. the Forces of Evil""!So, the answer to the question is Daron Nefcy."
 Pramod Bhasin was the former CEO of a company that provided what kind of services?,IT," Pramod Bhasin was the former CEO of Genpact, which is a business process outsourcing (BPO) company."
Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game," Blue Dwarf is an online text-based role-playing game, specifically a MUCK (Multi-User Chat/Created/Computer/Character/Carnal Kingdom)."
"Which band has more members, Lawson or American Music Club?",Lawson," Lawson are an English pop rock band, consisting of Andy Brown (lead vocals, guitar), Ryan Fletcher (bass guitar, backing vocals), Joel Peat (lead guitar, backing vocals) and Adam Pitts (drums). (1)American Music Club is an American, San Francisco-based indie rock band, led by singer-songwriter Mark Eitzel. (2)To answer your question, Lawson has more members than American Music Club. Lawson has 4 members, while American Music Club has 1 member (Mark Eitzel).Therefore, the answer is: Lawson."
Are Waste Land and Shikashika both types of drinks?,no," No, Waste Land and Shikashika are not types of drinks.Waste Land is a 2010 British-Brazilian documentary film directed by Lucy Walker that chronicles artist Vik Muniz traveling to the world's largest landfill in Rio de Janeiro to collaborate with a group of catadores (recyclable material pickers) to transform their waste into contemporary art and sell it at a prestigious auction house in London. The money made from the art sales was given back to the catadores and their community.Shikashika is a shaved ice drink made from glacier ice in Peru and Bolivia. In some rural communities, the extraction and sale of ice continues to be a primary natural resource for local economies. Ice merchants extract the blocks with an axe by hand and transport them down from the mountains atop mules. The unit of sale is usually an ice block weighing approximately 40 kilos, which is sold to Shikashika vendors. Each block sells for approximately 17 USD. In turn, Shikashika is sold for approximately 15 cents in plastic bags with colorful sweet syrups at Andean festivals and on market day.So, while Waste Land is a documentary film, Shikashika is a type of drink."
"Daniel Greene has created what for clients including sportscaster Bryant Gumbel, Eleanor Roosevelt, William Randolph Hearst and Dave Thomas, the founder of Wendy's?",portrait," Daniel Greene has created portraits for a variety of clients, including:1. Sportscaster Bryant Gumbel2. First Lady Eleanor Roosevelt3. Ayn Rand4. Astronaut Walter Schirra5. William Randolph Hearst6. ""Wendy's"" founder Dave Thomas7. Commentator Rush Limbaugh8. Composer Alan Menken9. Bob Schieffer of CBS TV10. Secretary of Agriculture Ann Veneman111. Governor Paul Laxalt of Nevada12. Governor Gerald Baliles of Virginia13. Governor Benjamin Cayetano of Hawaii14. Governor Fob James of Alabama15. Business sitters include the chairmen of the boards of Honeywell, Coca-Cola Company, Dupont Corporation, Endo Pharmaceuticals, American Express, The New York Stock Exchange and IBM.The answer to your question is: Daniel Greene has created portraits for clients including sportscaster Bryant Gumbel, First Lady Eleanor Roosevelt, Ayn Rand, Astronaut Walter Schirra, William Randolph Hearst, ""Wendy's"" founder Dave Thomas, Commentator Rush Limbaugh, Composer Alan Menken, Bob Schieffer of CBS TV, Secretary of Agriculture Ann Veneman, Governor Paul Laxalt of Nevada, Governor Gerald Baliles of Virginia, Governor Benjamin Cayetano of Hawaii, and Governor Fob James of Alabama."
What Olympic medal did the opponent of Crawford Ashley for the World Boxing Association (WBA) World super middleweight title win in 1984?,a silver medal," To determine the Olympic medal won by the opponent of Crawford Ashley for the World Boxing Association (WBA) World super middleweight title in 1984, we need to gather information about the opponent's identity and boxing career.The opponent of Crawford Ashley for the WBA World super middleweight title was Virgil Hill.Virgil Hill is an American former professional boxer who competed from 1984 to 2007 and in 2015. He is a two-weight world champion, having held the WBA light heavyweight title twice, from 1987 to 1997; the IBF and lineal light heavyweight titles from 1996 to 1997; and the WBA cruiserweight title twice, from 2000 to 2002 and 2006 to 2007.As an amateur, Hill won a silver medal in the middleweight division at the 1984 Summer Olympics.The answer to the question is: Virgil Hill won a silver medal in the middleweight division at the 1984 Summer Olympics."
"Max Hoffmann along with Hindenburg and Ludendorff, masterminded the devastating defeat of the Russian armies in a battle fought when ?",26–30 August 1914," Sure! Here's the answer to your question:Max Hoffmann, along with Hindenburg and Ludendorff, masterminded the devastating defeat of the Russian armies at the Battle of Tannenberg and the First Masurian Lakes. This battle took place during the first month of World War I, specifically from August 26 to 30, 1914.Here's a step-by-step breakdown of the events leading up to the battle:1. Russia declared war on Germany on August 1, 1914, following Germany's invasion of neutral Belgium and the subsequent declaration of war by France.2. The Russian Second Army, led by General Alexander Samsonov, was stationed in East Prussia, near the border with Germany.3. Hoffmann, as the Chief of Staff of the 8th Army, and Hindenburg and Ludendorff, as senior German generals, anticipated a Russian invasion of Germany and prepared to defend against it.4. On August 26, 1914, the Russian Second Army began its advance into East Prussia, with General Samsonov leading the way.5. Hoffmann quickly mobilized the German 8th Army and launched a counterattack against the Russian forces.6. The Germans used fast rail movements to concentrate their forces against each of the two Russian armies in turn, catching the Russians off guard and leading to a series of decisive battles.7. On August 29, 1914, the Germans defeated the Russian First Army at the Battle of the Masurian Lakes, further weakening the Russian forces.8. On August 30, 1914, the Germans defeated the Russian Second Army at the Battle of Tannenberg, resulting in the almost complete destruction of the Russian Second Army and the suicide of General Samsonov.In summary, Max Hoffmann, along with Hindenburg and Ludendorff, masterminded the devastating defeat of the Russian armies at the Battle of Tannenberg and the First Masurian Lakes during the first month of World War I."
Scott Workman was an American stuntman and actor credited with a successful show on what smaller TV Network?,WB Television Network," William Scott Workman (September 16, 1966 - September 29, 2013) was an American stuntman and actor whose career spanned over the course of 20 years.Workman's contributed to both film and television, with titles such as ""Crank"", and ""End of Days"", a film which would be amongst many films alongside Arnold Schwarzenegger.Workman participated in several Marvel Cinematic Universe productions, beginning with ""Iron Man 2"" and continuing posthumously with """".Television credits include ""The X-Files"", ""Buffy the Vampire Slayer"" and ""Sons of Anarchy"". The series received critical and popular acclaim, frequently being listed as one of the greatest TV shows of all time, and usually reached between four and six million viewers on original airings.Although such ratings are lower than successful shows on the ""big four"" networks (ABC, CBS, NBC, and Fox), they were a success for the relatively new and smaller WB Television Network.William Scott Workman (September 16, 1966 - September 29, 2013) was an American stuntman and actor whose career spanned over the course of 20 years.  Workman's contributed to both film and television, with titles such as ""Crank"", and ""End of Days"", a film which would be amongst many films alongside Arnold Schwarzenegger.  Workman participated in several Marvel Cinematic Universe productions, beginning with ""Iron Man 2"" and continuing posthumously with """".  Television credits include ""The X-Files"", ""Buffy the Vampire Slayer"" and ""Sons of Anarchy"". The series received critical and popular acclaim, frequently being listed as one of the greatest TV shows of all time, and usually reached between four and six million viewers on original airings.  Although such ratings are lower than successful shows on the ""big four"" networks (ABC, CBS, NBC, and Fox), they were a success for the relatively new and smaller WB Television Network.The answer is:The WB Television Network."
Telos was an album by a band who formed in what city?,Indianapolis," According to the text, the band Forevermore formed in Indianapolis, Indiana."
"Lawerence Turman had produced a film, with a character named ""Johnny 5"" that had a follow up sequel released in what year?",1988," Lawrence Turman (born November 28, 1926 in Los Angeles) is a film producer who currently serves as the director of The Peter Stark Producing Program at the University of Southern California.  He was nominated for an Academy Award for ""The Graduate"" (1967).  He has also produced such films such as ""Pretty Poison"" (1968), ""The Great White Hope"" (1970), ""The Thing"" (1982), ""Mass Appeal"" (1984), ""Short Circuit"" (1986), ""The River Wild"" (1994), and ""American History X"" (1998).Step 1: Short Circuit is a 1986 American comic science fiction film directed by John Badham and written by S. S. Wilson and Brent Maddock.Step 2: The film's plot centers upon an experimental military robot that is struck by lightning and gains a more humanlike intelligence, with which it embarks to explore its new state.Step 3: ""Short Circuit"" stars Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton and G. W. Bailey, with Tim Blaney as the voice of the robot named ""Johnny 5"".Step 4: A sequel, ""Short Circuit 2"", was released in 1988.Step 5: Short Circuit 2 is a 1988 American science fiction comedy film, the sequel to the 1986 film ""Short Circuit"".The answer is: Short Circuit 2 was released in 1988."
What rank was higher than Karl Hermann Frank's rank until April 1942?,Reichsführer-SS," To answer your question, we need to follow the hierarchy of ranks in the Nazi Party's paramilitary organizations:1. Sturmabteilung (SA):* Sturmführer (senior storm leader)* Sturmbannführer (storm battalion leader)* Sturmbannführer und Chef (storm battalion leader and chief)* Obersturmbannführer (senior storm battalion leader)* Standartenführer (standard leader)* Brigadeführer (brigade leader)* Gruppenführer (group leader)* Obergruppenführer (senior group leader)2. Schutzstaffel (SS):* SS-Sturmbannführer (SS storm battalion leader)* SS-Sturmbannführer und Chef (SS storm battalion leader and chief)* SS-Obersturmbannführer (SS senior storm battalion leader)* SS-Standartenführer (SS standard leader)* SS-Brigadeführer (SS brigade leader)* SS-Gruppenführer (SS group leader)* SS-Obergruppenführer (SS senior group leader)Now, let's determine which rank was higher than Karl Hermann Frank's rank until April 1942:Karl Hermann Frank was an Obergruppenführer in the SS. He held this rank from 1937 until his death in 1946.Therefore, the rank that was higher than Frank's rank until April 1942 was the SS-Oberst-Gruppenführer rank, which was created in April 1942 and was above the rank of Obergruppenführer.So, the answer to your question is: SS-Oberst-Gruppenführer."
Alfie Allen played Theon Greyjoy on which show?,Game of Thrones," Alfie Allen played Theon Greyjoy on the HBO series ""Game of Thrones"" since 2011."
" Force India VJM10 is a Formula One racing car previous driven by Nico Hülkenberg, and is now driven by which driver born 17 September 1996?",Esteban Ocon," Great, let's get started! Here are the steps to find the answer to your question:Step 1: Identify the driver born 17 September 1996The driver born 17 September 1996 is... Esteban Ocon!So, the answer to your question is: Esteban Ocon."
Radha Jayalakshmi and the Priya sisters were both duo's in what music style? ,Carnatic music, Radha Jayalakshmi and the Priya sisters were both duos in the music style of Carnatic music.
"Which opera has more acts, Parsifal or Manon by Massenet?",Parsifal," Great! Let's break it down step by step:1. Parsifal is an opera in three acts, as stated in the question.2. Manon by Massenet is an opera in four acts.Now, let's compare the number of acts in each opera:Parsifal: 3 actsManon by Massenet: 4 actsTherefore, Manon by Massenet has more acts than Parsifal. The answer is: Manon by Massenet."
What is the name of the number-one single featuring the winner of Celebrity Apprentice 3?,Every Rose Has Its Thorn," The number-one single featuring the winner of Celebrity Apprentice 3 is ""Every Rose Has Its Thorn"". This single was released in 1988 by the glam metal band Poison, and it reached number one on the ""Billboard"" Hot 100 chart. The lead singer of Poison and the winner of Celebrity Apprentice 3, Bret Michaels, gained fame as the lead singer of the band and has sold over 50 million records worldwide and 15 million records in the United States alone."
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise," According to the text, the song by Coolio on his greatest hits album ""Fantastic Voyage"" is titled ""Fantastic Voyage"" and samples ""Fantastic Voyage"" by Lakeside."
"Which of the music composed for Operation Amsterdam originated in the middle of the 19th century in Bohemia, now part of the Czech Republic?",Polka," The polka originated in the middle of the 19th century in Bohemia, now part of the Czech Republic.Step 1: John Cage composed pieces for solo prepared piano around 1938-40.Step 2: The majority of early works for this instrument were created to accompany dances by Cage's various collaborators, most frequently Merce Cunningham.Step 3: In response to frequent criticisms of prepared piano, Cage cited numerous predecessors (such as Henry Cowell).Step 4: In the liner notes for the very first recording of his most highly acclaimed work for prepared piano, ""Sonatas and Interludes"", Cage wrote: ""Composing for the prepared piano is not a criticism of the instrument. I'm only being practical.""Step 5: This article presents a complete list of Cage's works for prepared piano, with comments on each composition.Answer: The polka originated in the middle of the 19th century in Bohemia, now part of the Czech Republic."
Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,Francisco Rafael Arellano Félix," To determine the eldest brother of the Mexican drug trafficker born on March 12, 1952, we need to analyze the information provided in the text.1. Miguel ""El Gringo"" Villarreal (died on March 10, 2013) was an alleged drug trafficker and high-ranking leader of the Gulf Cartel.2. One of Beguey's famous sons is Jean-Louis Vignes, pioneer of the California wine industry.3. Rafael Caro Quintero (born October 3, 1952) is a Mexican drug trafficker who founded the now-disintegrated Guadalajara Cartel with Miguel Ángel Félix Gallardo and other drug traffickers in the 1970s.4. Miguel Caro Quintero is the brother of Rafael Caro Quintero and the founder and former leader of the extinct Sonora Cartel.Based on the information provided, the eldest brother of the Mexican drug trafficker born on March 12, 1952, is Miguel Caro Quintero.Therefore, the answer is: Miguel Caro Quintero."
The actress who made her film debut in Friday Night Lights also starred in a 2014 French-American crime-thriller directed by whi?,McG," The actress who made her film debut in Friday Night Lights also starred in a 2014 French-American crime-thriller directed by McG and written by Luc Besson and Adi Hasak. The actress is Amber Heard, who starred in 3 Days to Kill."
In which University is Richard Williams' former assistant a member of the Athletics Hall of Fame?,Campbellsville University," Richard Williams was the college basketball head coach at Mississippi State from 1986 to 1998.He is the 2nd most successful coach in school history with 191 victories (191–163 .540) bested only by his former assistant, Rick Stansbury.His 1991 squad won the Southeastern Conference championship and made the NCAA tournament losing in the first round to Eastern Michigan.His 1995 squad made the Sweet Sixteen, and his 1996 squad made the school's only Final Four appearance losing to Syracuse 77–69.He received two SEC Coach of the Year awards.Richard Williams resigned as the head coach at MSU two years removed from his Final Four appearance.After leaving MSU, he coached the Memphis Houn'Dawgs of the ABA and the Jackson Rage of the WBA.and coached for a time at his alma mater, Pearl High School.He served as the Director of Basketball Administration at UAB in 2008 and in 2009 he was named the Director of Basketball Administration and Program Coordinator for the Louisiana Tech men’s basketball team on a volunteer basis.The answer is: Campbellsville University."
Both Ralph Bakshi and Béla Gaál had what roll in film making?,film director," Sure! Here's the step-by-step process to answer the question:Ralph Bakshi (born October 29, 1938) is an American director of animated and live-action films. In the 1970s, he established an alternative to mainstream animation through independent and adult-oriented productions. Between 1972 and 2015, he directed ten theatrically released feature films, six of which he wrote. He has been involved in numerous television projects as director, writer, producer, and animator.Béla Gaál (2 January 1893 – 18 February 1945) was a Hungarian film director. His 1930 film ""Csak egy kislány van a világon"" was the first sound film to be made in Hungary.Now, the answer to the question is:Both Ralph Bakshi and Béla Gaál had the role of director in filmmaking."
What type of music were vocalists Billie Joe Armstrong and Frank Iero involved with?,punk rock," Billie Joe Armstrong (born February 17, 1972) is an American musician, singer, songwriter and actor who is best known as the lead vocalist, primary songwriter, and guitarist of the punk rock band Green Day, which he co-founded with Mike Dirnt. He is also a guitarist and vocalist for the punk rock band Pinhead Gunpowder and provides lead vocals for Green Day's side projects Foxboro Hot Tubs and The Network.Frank Anthony Iero, Jr. (born October 31, 1981) is an American musician who was the rhythm guitarist and backup vocalist of the rock band My Chemical Romance and post-hardcore band Leathermouth. He has a solo punk rock project titled Frank Iero and the Patience. He released an album under the previous name of frnkiero andthe cellabration titled ""Stomachaches"" which was released on August 26, 2014. The first single off the album, called ""Weighted"", premiered on BBC Radio One on July 8, 2014.Answer: Billie Joe Armstrong and Frank Iero are involved in punk rock music."
"Haier has North American rights to which appliance company headquartered in Louisville, Kentucky?",GE Appliances," Haier has North American rights to the appliance company GE Appliances, which is headquartered in Louisville, Kentucky."
PISCES was developed by the company that is headquartered in what city?,"McLean, Virginia"," PISCES was developed by Booz Allen Hamilton Inc., which is headquartered in McLean, Virginia, in the United States."
How many species of Hawaiian hibiscus do not have white flowers?,250," To answer your question, we need to identify the species of Hawaiian hibiscus that do not have white flowers.1. Hibiscus waimeae - This species is endemic to the island of Kauaʻi in Hawaii and has white flowers that fade to pink in the afternoon.2. Hibiscus arnottianus - This species is found in Oʻahu and Molokaʻi and does not have white flowers.Therefore, there are two species of Hawaiian hibiscus that do not have white flowers: Hibiscus waimeae and Hibiscus arnottianus.Answer: 2"
"Which band has more members, The Futureheads or Marcy Playground?",The Futureheads," The Futureheads have 4 members:* Ross Millard (vocals and guitar)* Barry Hyde (vocals and guitar)* David ""Jaff"" Craig (bass guitar)* Dave Hyde (drums)Marcy Playground has 3 members:* John Wozniak (lead vocals, guitar)* Dylan Keefe (bass)* Shlomi Lavie (drums)"
"Marvel Classics Comics specialized in adaptations of literary classics, such as a novel by American writer Herman Melville, that was published in what year?",1851," Great! Let's break down the information provided in the passage:* ""Clarel: A Poem and Pilgrimage in the Holy Land"" is an epic poem by American writer Herman Melville, originally published in two volumes.* ""Typee: A Peep at Polynesian Life"" is the first book by American writer Herman Melville, published first in London, then New York, in 1846.Now, let's connect the dots:* The passage mentions that ""Clarel"" is the longest poem in American literature, stretching to almost 18,000 lines.* ""Typee"" is considered a classic in travel and adventure literature, and it was Melville's most popular work during his lifetime.* The title of ""Typee"" is from the province Tai Pi Vai.Based on the information provided, we can conclude that the answer to the question is:1846So, the correct answer is: 1846."
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932," Ronald Ayers, MBE, was born in 1932."
"Which genus has more species, Salvia or Arachis?",Salvia," According to the text, the genus Salvia has more species than the genus Arachis. The text states that the number of species of Salvia is estimated to range from 700 to nearly 1,000, while the number of species of Arachis is not provided. Therefore, Salvia has more species than Arachis."
Which reservation is located in Hill and Chouteau and named after the principal leader of the Montana Chippewa-Cree?,Rocky Boy's Indian Reservation," To answer your question, we need to follow the given text step by step:1. Rocky Boy's Indian Reservation is one of seven American Indian reservations in the U.S. state of Montana.2. Established by an act of Congress in 1916, it was originally intended for landless Chippewa (Ojibwe) Indians in the American West, but has grown to include many Cree (Nēhiyaw) and Métis over the years.3. The reservation is located in Hill and Chouteau counties in northeastern Montana, about 40 mi from the Canada–U.S. border.4. It has a total land area of 171.4 sqmi, which includes extensive off-reservation trust lands.5. The reservation is reported to have 6,177 enrolled members.Now, based on the given information, we can conclude that the reservation located in Hill and Chouteau counties and named after the principal leader of the Montana Chippewa-Cree is Rocky Boy's Indian Reservation. Therefore, the answer to your question is:Rocky Boy's Indian Reservation."
